,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
70345,ronnie self,big fool,1955,rock,fool fool tell love walk fool fool drivin crazy doin give lovin know wasn true doin walkin talkin like fool fool fool fool fool fool fool tell love walk fool fool drivin crazy doin give lovin know wasn true doin walkin talkin like fool fool fool fool fool fool fool yeah fool fool fool,54,0.05925621,0.000993049,0.000993049,0.000993049,0.01999209,0.000993049,0.055250094,0.216588106,0.238041406,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.397962462,0.000993049,0.66641395,0.756864857,0.764055988,7.30E-06,0.956718879,0.720711998,sadness,0.928571429
70347,ronnie self,bop-a-lena,1955,rock,gogalgo bopalena bopalena bopalena bopalena yeah gogalgo school bell ringin everybody go goin shag gonna shake bopalena lookin like wild freek juvenile get agoin real cool chick like pogostick bopalena bopalena bopalena bopalena yeah gogalgo patternleather shoe hounddog feet bopalena gonna walk beat jukebox bebop shag agoin gonna ball bopalena feet talk look camelwalk bopalena bopalena bopalena bopalena yeah gogalgo,60,0.001949318,0.001949318,0.001949318,0.001949318,0.143112718,0.001949318,0.001949318,0.001949318,0.377702923,0.001949318,0.336884163,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.587349724,0.85293439,0.604417274,0.006346154,0.968054411,0.941940129,obscene,0.928571429
70351,frankie laine,i heard the angels singing,1956,rock,hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem great heaven shine earth shepherd come arunnin savior birth little baby wrap swaddle clothe lay great doze bear bear bear bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem wise come heavenly choir sing come little baby wrap swaddle clothe lay great doze bear bear bear bethlehem hear angels sing come,123,0.301732195,0.000531632,0.000531632,0.000531632,0.000531632,0.039964408,0.000531632,0.000531632,0.000531632,0.391917288,0.000531632,0.065270506,0.193672754,0.000531632,0.000531632,0.000531632,0.650167876,0.648078353,0.758031886,0,0.930956307,0.508493158,music,0.914285714
70352,frankie laine,i feel like my time ain't long,1956,rock,bridge look idols think niggas gods right hand bible life ammunition bullets rifle daydreamin bout ring takin title feelin cause heart sayin confidence inflate workin hard praise degrade lose maze rhyme lookin outdated advice feelin like gotta stick basics know best square plan spot chain fresh drop present recognizin presence mixtapes message listenin strangers support craft time gas dough cause payin bill real come home seed need time need meals like daddy spit real stag deal pride cause business divine curse groupies define thirst like jevon kearse raid hate pantyline worshippin picturin contract write cursive radio bumpin shit people person scream endorsements face screen chasin dream chasin dream come time imma spend guarantee nigga nothin infinite rappers gods limit runnin pass imma catch finish bullshit past stay focus present move definites yall strike guessin feel like villain essence cause yall struggle yall pain song topics gain shit lie expect fail nigga jail cock lock microphone spit like hell javelin discus throwin shit business want better whip free time wish list dismiss message kickin quit announce movin quick bounce newest song step handle pride holdin vision motivation inside grind long livin takin time mind tellin watch say time game bridge,199,0.000515996,0.073148899,0.049564046,0.080016246,0.000515996,0.015601353,0.000515996,0.000515996,0.602986686,0.060943744,0.000515996,0.000515996,0.023646744,0.000515996,0.088416327,0.000515996,0.596014297,0.632412891,0.759035903,0,0.73928277,0.460443609,obscene,0.914285714
70354,bill haley & his comets,jamaica d.j.,1956,rock,montego work work bother like kind work call spin record play request roll like best tourist leave ship expect sound cat play roll long montego jockey play song like play quick rock kick montego work work bother like kind work call spin record play request roll like best tourist leave ship expect sound cat play roll long call spin record play request roll like best,65,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.118715616,0.001031992,0.001031992,0.195952155,0.342655649,0.001031992,0.001031992,0.001031992,0.147545071,0.001031992,0.001031992,0.745478176,0.690280235,0.712851117,3.94E-06,0.863973619,0.833828644,music,0.914285714
70357,pat boone,forgive me,1956,rock,hang picture fool fame fool fame fool fame belong cause wrong let let world fool fame fool fame fool fame stop turn away love love love break truest heart beneath biggest fool till forgive spend lifetime shame fool fame,39,0.001754386,0.001754386,0.100109222,0.001754386,0.001754386,0.001754386,0.136462537,0.001754386,0.001754386,0.001754386,0.001754386,0.044757311,0.001754386,0.001754386,0.657131637,0.001754386,0.262428247,0.474245571,0.901606327,3.85E-06,0.297197032,0.105077156,sadness,0.914285714
70359,the platters,take me in your arms,1956,rock,arm away arm thrill caress yesterday hungry heart hour gladness know past moment madness hold fast blind charm stardust goodbye hour gladness know past moment madness hold fast blind charm stardust goodbye,32,0.002192982,0.002192983,0.326799809,0.002192983,0.002192983,0.002192982,0.471898975,0.002192983,0.002192983,0.002192982,0.002192983,0.002192983,0.043859649,0.002192982,0.124546829,0.002192982,0.292754251,0.687383022,0.897590259,9.44E-05,0.525968673,0.330309415,romantic,0.914285714
70361,elvis presley,i'm gonna sit right down and cry (over you),1956,rock,go right go right goodbye go right go go goodbye go right go tell mama tell papa know exactly gonna goodbye go right go go goodbye go right go tell mama papa know exactly gonna goodbye go right go right go right go right,44,0.001283697,0.001283697,0.001283697,0.23783043,0.001283697,0.0537422,0.133112642,0.107301197,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.395226288,0.657749377,0.676281312,0.779116244,3.71E-05,0.805234955,0.648637675,feelings,0.914285714
70364,elvis presley,first in line,1956,rock,give eye like diamonds shame star shine darling darling line give lips like hold thrill time darling darling line know longer pledge hearts stronger stronger refuse choose darling darling line,30,0.002024292,0.002024292,0.188159871,0.157656917,0.002024292,0.002024292,0.42845841,0.002024292,0.002024292,0.002024292,0.002024292,0.116216663,0.002024292,0.081168058,0.002024292,0.002024292,0.294920394,0.596595134,0.948795129,0.003299595,0.156018137,0.136109156,romantic,0.914285714
70368,elvis presley,how's the world treating you,1956,rock,sorrow say tomorrow world treat sweet thing matter break dream shatter world treat plan sunday plan today blue monday away sweet thing matter break ask darling world treat,28,0.001949318,0.001949318,0.359461246,0.001949318,0.001949318,0.001949318,0.154394086,0.246881973,0.001949318,0.039529776,0.0557084,0.001949318,0.001949318,0.001949318,0.118683388,0.001949318,0.42163977,0.481732174,0.959839317,0.00111336,0.248763397,0.056627194,world/life,0.914285714
70370,elvis presley,blue suede shoes,1956,rock,money ready step blue suede shoe stay blue suede shoe knock step face slander place wanna uhuh shoe step blue suede shoe stay blue suede shoe walk burn house steal drink liquor fruit want uhuh shoe step blue suede shoe blue suede shoe yeah money ready step blue suede shoe blue suede shoe blue blue blue suede shoe blue blue blue suede shoe yeah blue blue blue suede shoe baby blue blue blue suede shoe blue suede shoe,78,0.018079781,0.000862813,0.000862813,0.049945662,0.033994981,0.000862813,0.000862813,0.000862813,0.000862813,0.365573867,0.413004853,0.019360906,0.000862813,0.000862813,0.000862813,0.000862813,0.536445359,0.716637182,0.656626161,1.68E-06,0.967023908,0.660650062,music,0.914285714
70371,elvis presley,blue moon,1956,rock,blue moon stand dream heart blue moon know hear say prayer care blue moon stand dream heart blue moon,19,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.146599553,0.002770083,0.305109584,0.002770083,0.352588201,0.002770083,0.002770083,0.154151415,0.002770083,0.386981479,0.328897777,0.955823249,0.454453441,0.239488871,0.100071994,music,0.914285714
70374,elvis presley,love me,1956,rock,treat like fool treat mean cruel wring faithful heart tear apart darling lonely blue cry dear steal steal feel feel heart want heart beat close close darling lonely blue cry dear steal steal feel feel heart want heart beat close close darling lonely beggin knees yeah,46,0.00122399,0.00122399,0.00122399,0.00122399,0.024953961,0.00122399,0.247330989,0.00122399,0.00122399,0.050583537,0.00122399,0.00122399,0.00122399,0.001223991,0.550381642,0.059739509,0.480125636,0.582596211,0.956827266,0,0.150865622,0.110082317,sadness,0.914285714
70380,elvis presley,ready teddy,1956,rock,ready ready ready ready ready ready ready ready ready ready ready ready ready roll go corner pick sweetie roll baby apple cause flat cat dungaree dolls head sock ball joint jump cat go wild music send crazy style cause gonna kick shoe roll fade jeans grab roll baby pour steam shuffle leave shuffle right gonna roll till early early night cause,61,0.0470837,0.001074114,0.001074114,0.327046552,0.001074114,0.001074114,0.001074114,0.001074114,0.223610479,0.001074114,0.133578171,0.001074114,0.001074114,0.001074114,0.001074114,0.056751025,0.592765082,0.684896034,0.53714813,2.69E-06,0.965993405,0.806800773,night/time,0.914285714
70383,elvis presley,i'm counting on you,1956,rock,word know need guide hold hand count count dear come dear kind love know deeply feel things know completely count count dear come dear kind love know deeply feel things know completely count,33,0.053416281,0.001814882,0.241100554,0.001814882,0.001814882,0.001814882,0.326396544,0.288387829,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.065290444,0.470377992,0.592672359,0.897590259,0,0.500206101,0.163137027,romantic,0.914285714
70385,gene vincent & his blue caps,i flipped,1956,rock,flippedflipped flippedaflipped flippedflipped flippedaflipped flippedflipped flippedaflipped flippedflipped flippedaflipped flip arollin real cool flippedflipped flippedaflipped flippedflipped flippedaflipped baby wander quarter aput right line say square join ratrace come beat rapid myohmy slowgirlslow acome gogirlgo slippedslipped slippedaslipped slippedslipped slippedaslipped slippedslipped slippedaslipped slippedslipped slippedaslipped slip calm swivel makin like jump slippedslipped slippedaslipped slippedslipped slippedaslipped blue cap,53,0.19704332,0.003759399,0.003759399,0.140716289,0.003759399,0.003759399,0.003759399,0.003759399,0.336143771,0.085038992,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.605761941,0.675204471,0.288151896,0,0.747526793,0.685675869,obscene,0.914285714
70389,gene vincent & his blue caps,jezebel,1956,rock,jezebel devil bear pair horn jezebel fell jezebel jezebel pair eye promise paradise deceive grieve leavin blue jezebel devil plan torment jezebel pair eye promise paradise deceive grieve leavin blue jezebel devil plan torment night jezebel jezebel jezebel jezebel,39,0.003508772,0.378538856,0.230610019,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.146734268,0.003508772,0.191485276,0.003508773,0.003508772,0.003508772,0.003508772,0.545109932,0.573417429,0.137549335,0,0.593981863,0.429411609,violence,0.914285714
70390,gene vincent & his blue caps,"jumps, giggles and shouts",1956,rock,girl kid couldn tame boppin round pound jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump girl woman sure dizzy boppin juke machine craziest see jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump girl woman sure dizzy boppin juke machine craziest see jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout,112,0.000701754,0.339470196,0.000701754,0.000701754,0.000701754,0.000701754,0.027382172,0.000701754,0.000701754,0.000701754,0.070923086,0.000701754,0.000701754,0.047453833,0.000701754,0.000701754,0.574352865,0.667179448,0.140561386,0,0.865004122,0.792786321,violence,0.914285714
70392,bill haley & his comets,"hot dog, buddy, buddy",1956,rock,cold codfish coal bless soul rock rock line time legs like rooster eye like frog hear music holler rock rock line time fourteen days fourteen fight fourteen lefts fourteen right rock rock line time dance night night live tomorrow gonna dance cause rock rock line time blue suede shoe nylon thread jaguar gonna knock dead cause rock rock line time money cept dime quarter stop think oughta cause rock rock line time,72,0.000956938,0.078560363,0.000956938,0.338987233,0.000956938,0.000956938,0.000956938,0.000956938,0.167653107,0.068254759,0.000956938,0.04838926,0.243761712,0.000956938,0.000956938,0.000956938,0.653417091,0.710740199,0.297188049,0,0.949505359,0.860856515,night/time,0.914285714
70393,gene vincent & his blue caps,ain't she sweet,1956,rock,sweet walk street confidentially sweet nice look twice confidentially nice cast direction perfection repeat think kind neat confidentially sweet sweet walk street confidentially sweet nice look twice confidentially nice cast direction perfection repeat think kind neat confidentially sweet sweet walk street confidentially sweet confidentially sweet,45,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.308827932,0.001754386,0.001754386,0.001754386,0.120741298,0.001754386,0.001754386,0.542360594,0.001754386,0.001754386,0.637171017,0.611029921,0.720883254,0,0.596042869,0.379359996,romantic,0.914285714
70394,ray campi,the crossing,1957,rock,hand clutch life fast money come fast chronic chronic chronic roach ashtray presidential shit welcome campaign campaign campaign lifestyle damn thing change campaign welcome campaign lifestyle thing change mixtape better album come better sideline haters tolerate outcome runnerup type outrun whackass calm fuck fuck valium crank volume tell like head steady pass ounce come hood like obama sticker hood neighborhood watch nigga fall look watch nigga piss niggas like swastikas campaign beat liquor crate yell fuck state guess fate somebody shoot know shoot pray angels lord embrace swear streets hell pistol satan devilish things tell freak drop lower self esteem death opponents crown moment life livin rent gotta feelin lethal sip moesha buzz uppercut flow treat,116,0.000907441,0.114849473,0.155834225,0.000907441,0.000907441,0.034842604,0.000907441,0.000907441,0.6304373,0.000907441,0.000907441,0.031308692,0.000907441,0.000907441,0.000907441,0.020930972,0.675078523,0.514703997,0.336344715,1.65E-06,0.835119538,0.642631482,obscene,0.9
70395,ray campi,you can't catch me,1957,rock,school heat beat nigga cross like flippa korver flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter sportscenter like tiger come golf boss flex know mansion loft fast like dolphins play like texan trap margiella cleat cost shoot like play boston friday night fight night turn knock round latest injury list reserve list update loyal team stay get trade lebron people like go stay farm pump rush gonna catch stiff school heat beat nigga cross like flippa korver flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter crazy like strong like ram crossover like shoot like play play football play hoop catch like ginn stack money rumor thunder sooners trap madden user blue orange like play mets white green like play jet care winter time scale flex like like whip lamborghini like masi championship party school heat beat nigga cross like count flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter,187,0.000542594,0.000542594,0.048288021,0.045059978,0.000542594,0.000542594,0.000542594,0.000542594,0.664370446,0.057880293,0.000542594,0.046063755,0.000542594,0.056815437,0.000542594,0.000542594,0.810462472,0.566212855,0.304216169,0,0.823784007,0.722714063,obscene,0.9
70396,ray campi,i didn't mean to be mean,1957,rock,piss scratch nut high night ash blunt homies freestyling joke act night like number fraction cause smoke drink try catch buzz dirty women hold ball catcher act play daddy role smack buns sorry mean brash fuck catch tounge murder verse stash imma flatten come fuck plaque platinum catch smoke cheeba sippin brew crew lean like tower pisa kill rapper time like frieza stage probably fuck freeze smack ban probably fuck like twist camp make emcee teeth meet fuck pavement play show payment advance mother fuckers hold hand want whoop open offend yeah opinions fuck,94,0.001052632,0.001052632,0.001052632,0.048022709,0.021433638,0.023214414,0.052145632,0.001052632,0.801751667,0.001052632,0.001052632,0.001052632,0.026973537,0.001052632,0.001052632,0.001052632,0.650167876,0.522882855,0.61244941,0,0.819661995,0.442425029,obscene,0.9
70397,ray campi,it ain't me,1957,rock,good people lighter burn burn burn darkness world dancin chance yeah rush learn learn learn conquer fear dancin standin world better feelin believin yeah world champion come come heyeyeyeyyeah come come heyeyeyeyyeah 听我的节奏 count 冠军我的手 还能战斗 這就是最高自曲 yeah 欢呼声世界会最先明白 汗水讓我們有一樣面孔 讓這节奏到我純粹自由 world 還有什麼能比相信自己更有 feel yeah world champion champion champion world 還有什麼能比相信自己更有 feel yeah world champion baby yeah champion whoa whoa whoa whoa whoa whoa champion come come champion,68,0.142733741,0.00122399,0.339515161,0.00122399,0.28047884,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.121089073,0.00122399,0.00122399,0.00122399,0.099047321,0.730315174,0.545317027,0.374497364,0.000356275,0.788746908,0.482466319,world/life,0.9
70402,ray campi,give that love to me,1957,rock,spectacular charismatically teach calculus give lyrical step like goodies hood blood donate buck homeless niggas appreciate know sister damn self dominoes play dominoes uncle chino hill cancel shit like campbell latrell sprewell choice ironical inspiration vigorous amputation highly anticipation sinners paper chasin soft want beef better music body shake guard obligate sanctuaries illuminate light shin armor shit go farther best single single niggas typical secrets kill affairs breathe take heart fill commit better commit fuck overall hurt soul choice pound roll herbivores want crime pull slave victim fence hear silence stop police hear death wish fellow enemies make sure suffer shatter dream constipate fame personal issue back dream feel overly dedicate kobe throw ocean jaw ready attack like quarter triple double laugh team seriously nigga succeed laugh laugh check list like goal achieve time spend like money go bankrupt watch bleed pocket like dollar save week duty black shoot heat follow twitter niggas admire want like better require recheck reality admire go hard paint flatten tire,166,0.000619195,0.188179333,0.000619195,0.000619195,0.000619195,0.015601352,0.000619195,0.000619195,0.541874346,0.000619195,0.000619195,0.084853236,0.000619195,0.000619195,0.07808385,0.046179554,0.6187588,0.552290849,0.232930957,0.002024291,0.950535862,0.419401287,obscene,0.9
70405,ray campi,loretta,1957,rock,black cashmere head leather dirty white gold grill shin dirty sprite drop life crazy hoe bobbit typesyikes go plan want like macaroons lauduree spanish mami fendi bag break white widow ipad angels hell hole dig high trippin martenelli sippin weight gold match ball sack bape camp dodgers ball botero paint home black leave crime white lighter strut hard heel masterbate keihl bill bill bill hair mynx nail picture like kodak poloroid film inch steel nutsack veal thats baby goats cause motherfuk illest slit throat cause motherfuk realest hook black black black black black black black say black black black black black black black balmain cop swag nigga feel glow finna black black wear black year straight feel know nigga feel crown music freshener nigga bitch swag hefner leave niggas stretcher nigga rule bore lecture care business care family empathetic devil hell amnesty grow thirsty birthday like single feel hoe cause look like sinbad good cook good white bitch black swag white swag riri zip orange tictacs hoe clothe slowly force like black like watch roam like gobe know shoot condom trash like kobe hook black black black black black black black say black black black black black black black,199,0.012598792,0.533780953,0.000457666,0.000457666,0.000457666,0.000457666,0.000457666,0.000457666,0.267868569,0.017828276,0.000457666,0.041451944,0.000457666,0.05601447,0.000457666,0.057440979,0.609011156,0.551137092,0.856425559,2.45E-06,0.754740313,0.346325931,violence,0.9
70406,the everly brothers,when will i be loved,1957,rock,blue lie love turn push round love meet girl want break heart happen time cheat mistreat love meet girl want break heart happen time cheat mistreat love love love,29,0.002024292,0.002024292,0.002024292,0.064471089,0.002024291,0.002024292,0.317097714,0.118332563,0.002024292,0.035788601,0.069228387,0.002024292,0.002024292,0.084430145,0.176760607,0.002024291,0.554857576,0.660846602,0.08905531,0,0.896949711,0.484468384,romantic,0.9
70412,frankie laine,that ain't right,1957,rock,felt like sing blue think lose dear felt like cry night wrong right sing blue moon star longer shine dream go think leave felt like run away couldn stay sing blue felt like sing blue think lose dear felt like cry night wrong right sing blue moon star longer shine dream go think leave felt like run away couldn stay sing blue,62,0.000835422,0.000835422,0.000835422,0.06524176,0.000835422,0.000835422,0.000835422,0.100215575,0.000835422,0.262633403,0.000835422,0.167483269,0.000835422,0.086512221,0.307053288,0.000835422,0.377233835,0.61051714,0.720883254,0,0.731038747,0.377357931,sadness,0.9
70415,the platters,don't forget,1957,rock,forget hello goodbye leave numb forget pay cost burn brightly regret lose forget know wonder pass place hold dear heart keep ask disappear forget start remember darling forget forget start remember darling forget forget forget forget,36,0.001547988,0.001547988,0.498915872,0.001547988,0.001547988,0.001547988,0.202820149,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.273496176,0.001547988,0.3328279,0.634925519,0.840361286,1.29E-06,0.437345425,0.280257802,world/life,0.9
70416,the platters,o promise me,1957,rock,promise someday renew hollow flower grow sweet violets early spring come whisper thrill sing unspeakable promise promise,17,0.003759399,0.003759399,0.285490538,0.003759399,0.003759398,0.003759399,0.262253275,0.003759399,0.003759399,0.39210581,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.220188454,0.621823962,0.843373337,2.64E-06,0.072341303,0.185159737,music,0.9
70417,the platters,time and tide,1957,rock,hesitate years vanish away time tide yesterday today lock heart hide walk forever time tide roll soon moments fly young life best season spring return reason miss thrill tender romance late time tide pass know happen young life best season spring return reason miss thrill tender romance late time tide pass know happen know happen,55,0.001169591,0.001169591,0.340837913,0.080526159,0.001169591,0.001169591,0.116330424,0.176922226,0.001169591,0.06750367,0.001169591,0.033425432,0.040035331,0.001169591,0.109312059,0.001169591,0.414058269,0.669435684,0.786144364,0,0.545548228,0.352332125,world/life,0.9
70418,the platters,darktown strutter's ball,1957,rock,taxi better aready bout half past late wanna band start play remember aget twostep gonna dance shoe play jelly roll blue tomorrow night darktown strutter ball wanna joint start torockin tomorrow night darktown strutter ball better ready want joint start torockin remember aget twostep gonna dance shoe play jelly roll blue tomorrow night tomorrow night tomorrow night tomorrow night tomorrow night darktown strutter ball tomorrow night darktown strutter ball,69,0.001052632,0.001052632,0.114019715,0.315986198,0.001052632,0.001052632,0.001052632,0.001052632,0.322151622,0.105981729,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.609011156,0.702971566,0.762047954,3.05E-06,0.74649629,0.475459093,obscene,0.9
70421,frankie laine,rockin' chair,1957,rock,hours sittin rockin chair lookin somethin feelin right hours lyin lovin arm lookin sign little look hours time waitin operator phone line phone line phone line phone line hours burnin desire lay floor dress hours kissin keep givin little sign keep givin piece mind hours time waitin operator phone line phone line hours drivin smell skin know lose dimension hours drivin kiss dress hours hours thinkin lovin arm keep givin little sign keep givin piece mind hours present time talkin operator phone line phone line phone line phone line phone line,91,0.03347878,0.021287694,0.000692521,0.51662411,0.000692521,0.039490999,0.052445102,0.000692521,0.198781641,0.000692521,0.129581423,0.000692521,0.000692521,0.000692521,0.000692521,0.000692521,0.336077115,0.58233982,0.669678383,0,0.379637263,0.334313544,night/time,0.9
70424,elvis presley,i'll be home for christmas,1957,rock,home christmas plan snow mistletoe present tree christmas light lead home christmas dream,13,0.005847953,0.005847953,0.171670715,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.377133816,0.005847953,0.357628215,0.005847953,0.005847953,0.005847953,0.005847953,0.464962634,0.40737892,0.990963846,0.179149798,0.107584501,0.031100871,music,0.9
70425,elvis presley,blueberry hill,1957,rock,thrill blueberry blueberry moon stand blueberry linger dream come true wind play sweet vow apart thrill blueberry,17,0.004385966,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.41323162,0.004385965,0.004385965,0.134162244,0.004385965,0.272224274,0.004385965,0.004385965,0.114592386,0.004385965,0.574352865,0.55526498,0.737951544,0,0.794929926,0.314292899,romantic,0.9
70427,elvis presley,it is no secret (what god can do),1957,rock,chime time ring news slip fell long add strength courage renew dishearten news secret arm wide open pardon secret night light walk feel home power conquer promise away hide,29,0.002392345,0.002392345,0.002392345,0.113215081,0.002392344,0.002392345,0.002392345,0.002392345,0.002392345,0.197019423,0.002392345,0.151498521,0.002392345,0.002392345,0.458353706,0.002392345,0.304668039,0.37702228,0.96586342,4.07E-05,0.16426216,0.035305207,sadness,0.9
70428,elvis presley,don't leave me now,1957,rock,leave need blue lonely break heart heart love leave good dream dream darling arm gather dust come arm arm need close eye plea leave,24,0.00228833,0.00228833,0.00228833,0.00228833,0.069369367,0.00228833,0.33864846,0.00228833,0.00228833,0.060163885,0.00228833,0.096989759,0.00228833,0.00228833,0.35918065,0.045899595,0.62525723,0.604363767,0.816264876,0,0.416735367,0.124096769,sadness,0.9
70431,elvis presley,true love,1957,rock,suntanned windblown honeymooners feel true true true true guardian high forever true,12,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.556588789,0.005847953,0.005847953,0.005847953,0.005847953,0.118777286,0.005847953,0.005847953,0.005847953,0.10882881,0.289505036,0.413634849,0.96586342,0,0.167353669,0.038608613,romantic,0.9
70433,gene vincent & his blue caps,cat man,1957,rock,acoming better look acomin run acomin lookin girl better hide sister crazy hairdo wear arm sneak waist taste lips belong yeahgit itgo mean things mean alotof hearts break name list alookin woman long ahbetter watch cause midst ahbetter watch cause gonna kiss better watch cause midst yeah better watch cause,50,0.001461988,0.001461988,0.001461988,0.001461989,0.03089167,0.034692211,0.164170903,0.098616566,0.361343633,0.001461988,0.001461988,0.001461988,0.001461988,0.109955188,0.119141679,0.001461988,0.460630348,0.657257134,0.181726086,0,0.774319868,0.629618062,obscene,0.9
70435,elvis presley,tell me why,1957,rock,time look tell think play darling tell leave heart tear break leave prayers mention go feel blue somebody tell,19,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.062783797,0.312063735,0.002923977,0.100276074,0.002923977,0.002923977,0.002923977,0.002923977,0.33003309,0.153907631,0.342575544,0.576673589,0.913654532,3.64E-05,0.361088211,0.101073027,sadness,0.9
70436,gene vincent & his blue caps,cruisin',1957,rock,cruisin lookin cruisin goin know cruisin lookin cruisin bruise gonna cruisin cruisin goin cruisin cruisin fight tonight cruise crusin ought cruisin pair cruisin wonderin crusin date late cruisin cruisin goin cruisin cruisin fight tonight cruise cruisin lookin cruisin go know cruisin lookin crusin bruise gonna cruisin cruisin crusisin cruisin,49,0.002923977,0.002923977,0.002923977,0.287864097,0.002923977,0.002923977,0.002923977,0.002923977,0.487778598,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.059008732,0.624174158,0.692921057,0.588353,0,0.927864798,0.667657288,obscene,0.9
70437,elvis presley,lonesome cowboy,1957,rock,lonesome cowboy travel nickel baby phone mountain lie city hear call saddle ride lonesome cowboy destiny dream light shine bright pretty near lonesome cowboy reach ride ride ride ride cowboy sing sing sing sing song cowboy leave lonesome valley light shine lie mountain rope dream lonesome cowboy travel baby come home,51,0.068585857,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.379000646,0.220401124,0.312756918,0.001283697,0.001283697,0.001283697,0.001283697,0.471461064,0.525831346,0.911646498,0.000319838,0.479596043,0.170144253,music,0.9
70438,carl perkins,tennessee,1957,rock,folks like brag come start stuff make feel like wanna brag know come state tennessee tennessee credit music play nashville everyday tennessee credit music play hillbilly mister foley come kentucky tubb texas folks remember mister come tennessee tennessee credit music play nashville everyday tennessee credit music bomb blow world dear country like agree folks remember atomic bomb tennessee tennessee credit music play nashville everyday tennessee credit music play hillbilly tennessee credit music play nashville everyday tennessee credit music play hillbilly,80,0.00122399,0.00122399,0.165630364,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.571399656,0.101215927,0.00122399,0.00122399,0.116907611,0.00122399,0.00122399,0.688075382,0.710047945,0.34839292,0,0.80729596,0.680670708,music,0.9
70444,carl perkins,your true love,1957,rock,true true true baby true true baby world round baby mean baby give true true true baby true true true baby true baby boast certain touch baby mean true true true baby right true true true baby little young need hold give love forget give true true true baby give true baby give,53,0.325331257,0.001012146,0.140429147,0.001012146,0.001012146,0.020507045,0.486678799,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.012883712,0.001012146,0.001012146,0.001012146,0.559189862,0.698689844,0.644577956,0.002803644,0.736191261,0.738730579,romantic,0.9
70454,gene vincent & his blue caps,i sure miss you,1957,rock,take away lovely dream need things take away kiss take away miss single thing sure miss miss morning miss night miss wanna love right take away miss single thing sure miss wellell miss morning wellell miss night miss wanna love right take away miss single thing sure miss,48,0.001119821,0.001119821,0.001119821,0.099428834,0.001119821,0.001119821,0.114803002,0.105678603,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.232789107,0.369569716,0.393479909,0.640463554,0.507027617,0,0.467230008,0.351331093,feelings,0.9
70456,carl perkins,sure to fall,1957,rock,sure fall fall sure fall sweet near sure fall hold tight tonight night darling love natural thing want rest life hold tight tonight night darling love natural thing want rest life,31,0.001754386,0.001754386,0.159510077,0.124646481,0.001754386,0.001754386,0.35550442,0.13105658,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.137335926,0.001754386,0.59818044,0.733251288,0.411645996,0,0.682605111,0.452435351,romantic,0.9
